Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
Structural-Stability Problem,3030 Jerome Avenue,Bronx,04/22/2017 01:05:25 AM,04/24/2017 09:16:57 PM,40.87461554,-73.88887047
Utility-Water Main,745 Brook Avenue,Bronx,04/24/2017 04:26:39 PM,04/25/2017 05:33:00 AM,40.82027719,-73.9119189
Utility-Water Service Line,10502 Avenue D,Brooklyn,04/25/2017 06:22:07 AM,04/25/2017 08:50:36 AM,,
Fire-Manhole,Nostrand Avenue & Gates Avenue,Brooklyn,04/24/2017 07:45:14 PM,04/25/2017 09:16:21 AM,40.6861805,-73.95073716
Law Enforcement-Device,214 Broad Street,Staten Island,04/25/2017 11:16:34 AM,04/25/2017 11:48:04 AM,40.62391294,-74.08167834
Fire-1st Alarm,,Queens,04/25/2017 10:56:02 AM,04/25/2017 12:23:44 PM,40.63695873,-73.77577535
Structural-Construction Accident,105 West 28 Street,Manhattan,05/11/2017 11:41,05/11/2017 14:06,40.71442154,-74.00607638
Law Enforcement-Other,,Brooklyn,12/13/2017 09:31:54 AM,12/13/2017 01:59:16 PM,,
Fire-10-77 (Residential High Rise Fire),170 West 74 Street,Manhattan,01/16/2017 10:45:10 AM,01/16/2017 10:53:06 AM,40.71442154,-74.00607638
Fire-10-77 (Residential High Rise Fire),1774 3 Avenue,Manhattan,01/16/2017 09:08:12 AM,01/17/2017 09:43:54 AM,40.71442154,-74.00607638
Utility-Steam Service Line,5th Avenue  & 57th Street,Manhattan,01/06/2017 11:44,01/17/2017 09:46:51 AM,,
Utility-Power Outage,9720 Foster Avenue,Brooklyn,01/17/2017 12:37:19 PM,01/17/2017 01:42:02 PM,40.64865584,-73.90514482
Utility-Manhole,31-28 Crescent Street,Queens,01/17/2017 02:43:37 PM,01/17/2017 05:16:44 PM,40.71400364,-73.82998933
Law Enforcement-Suspicious Package,4 West 93rd Street,Manhattan,03/13/2017 10:07:06 AM,03/13/2017 11:25:10 AM,40.71442154,-74.00607638
Fire-10-76 (Commercial High Rise Fire),1301 6 Avenue,Manhattan,03/13/2017 11:30:40 AM,03/13/2017 01:08:16 PM,40.71442154,-74.00607638
Fire-5th Alarm,60-15 Main Street,Queens,03/12/2017 16:25,03/13/2017 09:14:29 PM,40.71400364,-73.82998933
Fire-Collapse,437 Beach 7 Street,Queens,03/14/2017 10:47:27 AM,03/14/2017 12:38:51 PM,40.71400364,-73.82998933
Rescue-Technical,2 UN Plaza,manhattan,03/16/2017 04:40:25 PM,03/16/2017 07:02:50 PM,40.71442154,-74.00607638
Rescue-Other,Watson Avenue  & White Plains Road,Bronx,03/16/2017 07:34:28 PM,03/17/2017 12:39:09 AM,40.83292058,-73.86271791
Fire-2nd Alarm,701 East 219th Street,Bronx,03/17/2017 03:44:35 AM,03/17/2017 05:46:29 AM,40.88350739,-73.8625026
HazMat-Other,65 jefferson street,Manhattan,03/25/2017 09:17:30 PM,03/25/2017 10:28:02 PM,40.71442154,-74.00607638
Law Enforcement-Other,64-14 65 Street,Queens,03/26/2017 02:51:55 PM,03/26/2017 03:44:46 PM,40.71400364,-73.82998933
Fire-Sensitive Location,,Manhattan,10/24/2017 04:47:28 PM,10/24/2017 08:15:19 PM,,
Fire-3rd Alarm,795 Garden Street,Bronx,12/27/2017 04:14:38 AM,12/27/2017 03:22:51 PM,,
Fire-2nd Alarm,Middletown Road & Stadium Avenue,Bronx,04/13/2018 05:03:09 PM,04/13/2018 06:53:05 PM,40.848525,-73.8204705
Fire-1st Alarm,2315 surf ave,Brooklyn,07/26/2018 05:17:11 PM,07/26/2018 09:34:41 PM,40.57382483,-73.99040188
Rescue-Other,,Brooklyn,12/15/2016 07:15:21 AM,12/15/2016 04:12:04 PM,,
Transportation-School Bus,Hemlock Street & Dumont Avenue,Brooklyn,12/15/2016 03:54:24 PM,12/15/2016 04:45:48 PM,40.67019391,-73.86772646
Structural-Crane,346 West 40 Street,Manhattan,11/18/2016 01:12:51 PM,12/15/2016 11:12:25 PM,40.71442154,-74.00607638
Fire-2nd Alarm,24 Charles Street,Manhattan,12/14/2016 10:26:17 PM,12/16/2016 10:36:08 AM,40.71442154,-74.00607638
Fire-2nd Alarm,1747 West 6 Street,Brooklyn,12/15/2016 05:05:32 PM,12/16/2016 10:56:16 AM,40.60467676,-73.97901518
Administration-Meeting,720 Hunts Point Avenue,Bronx,12/14/2016 02:50:25 PM,12/17/2016 07:13:43 AM,40.81509289,-73.88636923
Fire-1st Alarm,3701 White Plains Road,Bronx,12/17/2016 12:44:19 PM,12/18/2016 12:34:27 AM,40.88175093,-73.86439426
HazMat-High Carbon Monoxide,344 West 87 Street,Manhattan,12/17/2016 06:05:42 PM,12/18/2016 01:56:24 AM,40.71442154,-74.00607638
Law Enforcement-Suspicious Package,Livingston Ave & Harold St,Staten Island,01/03/2017 15:00,01/03/2017 16:15,40.60159329,-74.1284363
Law Enforcement-Other,East 68 Street & Lexington Avenue,Manhattan,01/03/2017 19:19,,40.71442154,-74.00607638
Structural-Street Collapse,65th Street  & Lexington Avenue,Manhattan,01/03/2017 9:08,01/03/2017 23:03,,
Fire-Manhole,west 85th street & central park west,manhattan,01/04/2017 7:42,01/04/2017 11:52,40.71442154,-74.00607638
Fire-2nd Alarm,189 Moffat St,Brooklyn,01/04/2017 15:26,01/04/2017 18:21,40.68792267,-73.90609239
Fire-Haz Mat,2465 Broadway,Manhattan,11/25/2018 06:24:14 PM,11/27/2018 10:53:59 AM,40.7918279,-73.97397613
Transportation-Commercial Bus,,Brooklyn,12/05/2018 10:04,12/05/2018 12:30,,
Utility-Power Outage,,Brooklyn,01/20/2019 01:44:32 PM,01/20/2019 04:17:47 PM,,
Utility-Power Outage,,Brooklyn,02/01/2019 9:30,02/01/2019 15:59,40.57471448,-73.98622894
Fire-School,760 East Gunhill Road,Bronx,02/21/2019 10:12:49 AM,02/21/2019 10:43:58 PM,40.87639835,-73.86349241
Law Enforcement-Suspicious Package,Lafayette Street & Leonard Street,Manhattan,11/28/2016 12:33:25 AM,11/28/2016 01:03:21 AM,,
Fire-1st Alarm,150-05 Cohancy Street,Queens,11/20/2016 01:03:30 PM,11/28/2016 09:52:47 AM,40.71400364,-73.82998933
Fire-2nd Alarm,851 East 219 St,Bronx,11/28/2016 03:48:10 PM,11/28/2016 07:16:56 PM,40.88207728,-73.85803161
Fire-3rd Alarm,1038 Southern Blvd,Bronx,11/27/2016 08:32:45 PM,11/29/2016 10:38:29 AM,40.82392414,-73.8918251
Structural-Sidewalk Shed,155 Hudson Street,Manhattan,11/29/2016 09:39:16 AM,11/29/2016 11:07:38 AM,40.71442154,-74.00607638
Fire-2nd Alarm,1604 Prospect Place,Brooklyn,11/29/2016 06:41:52 PM,11/29/2016 08:42:28 PM,40.67284153,-73.92334742
Utility-Manhole,924 2 Ave,Manhattan,11/29/2016 08:13:15 PM,11/30/2016 12:56:28 AM,40.71442154,-74.00607638
Utility-Water Main,25-41 30 Rd,Queens,11/29/2016 04:53:12 PM,11/30/2016 02:31:48 AM,40.71400364,-73.82998933
Fire-3rd Alarm,581 3 ave,new york,11/30/2016 12:25:38 AM,11/30/2016 10:45:05 AM,40.6674897,-73.994286
Fire-1st Alarm,911 Flatbush Avenue,Brooklyn,11/30/2016 11:52:24 AM,11/30/2016 12:29:03 PM,,
Medical-Other,,Brooklyn,11/30/2016 02:45:42 PM,11/30/2016 04:13:29 PM,,
Utility-Power Outage,315 Beach 9 Street,Queens,11/30/2016 09:17:57 PM,11/30/2016 10:41:39 PM,40.71400364,-73.82998933
Structural-Collapse,55 Thompson St,Manhattan,11/28/2016 09:51:55 PM,11/30/2016 11:10:20 PM,40.71442154,-74.00607638
Utility-Other,Hylan Blvd & Arbutus Avenue,Staten Island,11/29/2016 06:49:45 AM,12/01/2016 9:22,40.52609318,-74.18029751
Utility-Power Outage,3555 Bivona Street,Bronx,11/30/2016 02:09:24 PM,12/01/2016 12:16,40.88293978,-73.83324421
Fire-2nd Alarm,152 23 Street,Brooklyn,12/18/2016 03:42:20 AM,12/18/2016 01:34:10 PM,40.66208512,-73.99773598
Utility-Other,375 Jay Street,Brooklyn,02/27/2017 04:11:02 PM,02/28/2017 01:45:58 AM,,
Structural-Other,118-29 201 Place,Queens,12/14/2018 07:57:24 AM,12/14/2018 06:23:55 PM,40.69295648,-73.74991271
Administration-IPAWS Outage,,Brooklyn,01/22/2018 10:27:51 PM,01/24/2018 01:33:47 AM,,
Structural-Other,7 West 33rd St,Manhatten,03/16/2018 04:45:42 PM,03/19/2018 01:57:35 PM,40.7480656,-73.98557066
Structural-Parapet,849 Sound View Avenue,Bronx,04/23/2018 01:06:25 PM,04/24/2018 11:09:03 AM,40.82236969,-73.86729977
Weather-Other,,Brooklyn,08/02/2018 23:05,08/05/2018 6:03,,
Utility-Gas High Pressure,Armstrong Avenue  & Oakdale Street,Staten Island,04/01/2019 8:41,04/01/2019 12:11,40.544478,-74.157345
Structural-Collapse,11 Motley Avenue,Staten Island,04/15/2019 03:32:46 PM,04/15/2019 06:10:22 PM,40.60827346,-74.11300195
Fire-2nd Alarm,2290 Andrews Avenue,Bronx,06/26/2018 11:50:24 AM,06/26/2018 01:40:49 PM,40.86103789,-73.90767717
Utility-Power Outage,225 e27 street,Manhattan,08/11/2018 9:07,08/11/2018 16:15,40.7145,-74.00601
HazMat-Other,376 Hudson Street,Manhattan,08/15/2018 05:12:18 PM,08/21/2018 11:01:18 AM,40.72840691,-74.00713762
Utility-Power Outage,,Brooklyn,08/30/2018 02:28:53 PM,09/15/2018 01:54:25 AM,,
Law Enforcement-Device,420 Broadway,Mahattan,10/25/2018 12:50:03 PM,10/25/2018 01:20:21 PM,40.71952192,-74.00168516
Fire-Other,,Brooklyn,11/21/2018 12:36:59 PM,11/21/2018 02:24:52 PM,,
Structural-Other,19 Dutch Street,Manhattan,11/29/2018 01:23:20 PM,11/29/2018 06:24:39 PM,,
Structural-Scaffold,2 Broadway,manhattan,01/30/2019 04:29:20 PM,01/30/2019 08:32:58 PM,40.70455583,-74.01322805
Structural-Demolition,,Brooklyn,03/17/2017 11:21:02 PM,03/18/2017 01:13:40 AM,,
Fire-Manhole,,Brooklyn,04/27/2017 04:41:56 AM,04/27/2017 04:43:24 AM,,
Structural-Construction Accident,66 Ainslie Street,Brooklyn,05/30/2017 10:57:21 AM,05/30/2017 04:29:57 PM,,
Transportation-Train Subway,,Brooklyn,07/21/2017 09:30:34 AM,07/21/2017 09:27:08 PM,,
Fire-2nd Alarm,33-35 202 Street,Queens,10/09/2017 9:27,10/09/2017 14:01,,
Fire-2nd Alarm,,Manhattan,11/27/2017 09:24:36 AM,11/28/2017 05:50:33 PM,,
Fire-2nd Alarm,,Brooklyn,01/04/2018 22:26,01/05/2018 0:27,,
Utility-Manhole,41-25 55th Street,Queens,01/17/2018 12:47:18 PM,01/18/2018 05:01:49 AM,40.74457882,-73.909637
Structural-Collapse,147-40 33rd Avenue,Queens,03/02/2018 13:22,03/02/2018 16:31,40.76889767,-73.81880007
HazMat-Chemical,East 35th Street  & FDR Drive,Manhattan,06/07/2019 14:11,06/07/2019 20:28,40.743873,-73.971702
Utility-Power Outage,64th West End,Manhattan,07/13/2019 07:18:18 PM,,40.7716605,-73.9808505
HazMat-Fuel,143 West 41 Street,new york,08/02/2019 9:23,08/02/2019 12:03,40.75484419,-73.98609687
Fire-2nd Alarm,814 Faile Street,Bronx,08/13/2019 11:25:50 PM,08/14/2019 11:25:00 AM,40.8173629,-73.88718567
Weather-Flooding,,Brooklyn,05/24/2017 08:12:55 PM,05/24/2017 10:54:57 PM,,
HazMat-Liquid,40 Wall Street,Manhattan,12/14/2017 01:39:53 AM,12/14/2017 02:59:44 AM,,
Fire-2nd Alarm,7-03 154 Street,Queens,12/29/2017 01:39:41 AM,12/29/2017 04:54:30 AM,,
Fire-2nd Alarm,,Queens,01/05/2018 18:54,01/09/2018 8:01,,
Fire-3rd Alarm,113 Mott Street,Manhattan,12/19/2018 01:01:55 PM,12/19/2018 09:18:46 PM,40.71760654,-73.99732139
Fire-2nd Alarm,1455 Walton Avenue,Bronx,02/04/2019 21:50,02/04/2019 23:38,40.8410419,-73.91491737
Fire-2nd Alarm,2462 Valentine Avenue,Bronx,05/27/2019 04:52:09 PM,05/27/2019 06:57:50 PM,40.86121343,-73.89629244
Fire-1st Alarm,East 183rd Street  & Belmont Avenue,Bronx,06/27/2019 08:58:50 AM,06/27/2019 09:39:43 PM,,
HazMat-Liquid,695 Park Avenue,New York,07/08/2019 9:10,07/08/2019 10:53,40.76878149,-73.96530463
Fire-3rd Alarm,4769 White Plains Road,Bronx,11/05/2017 16:19,12/04/2017 13:07,,
Fire-2nd Alarm,273 Edison Street,Staten Island,01/08/2018 10:56,01/08/2018 11:58,40.5749106,-74.11140637
Structural-Sidewalk Shed,,Brooklyn,04/14/2018 11:11:31 AM,04/15/2018 03:19:00 AM,,
Fire-5th Alarm,316 East 194th Street,Bronx,04/24/2018 05:50:05 AM,05/11/2018 11:22,40.86420309,-73.89149696
Administration-Planned Event,,Brooklyn,10/07/2018 18:46,10/09/2018 0:25,,
Fire-3rd Alarm,1074 Boston Road,Bronx,03/05/2019 5:52,03/08/2019 20:29,40.82690397,-73.90523835
Fire-Haz Mat,Northern Boulevard & 114th Street,Queens,01/04/2019 14:23,04/11/2019 16:59,40.758309,-73.855602
Fire-4th Alarm,1342 College Avenue,Bronx,03/01/2017 13:53,03/04/2017 5:23,40.83625316,-73.91128252
Fire-3rd Alarm,2162 Bath Avenue,Brooklyn,01/18/2018 04:09:49 AM,01/18/2018 05:50:59 PM,40.59875194,-73.99770857
Utility-Power Outage,,Brooklyn,03/02/2018 21:34,03/02/2018 22:36,,
Structural-Stability Problem,144-02 243 Street,Queens,07/18/2018 07:50:00 PM,07/18/2018 09:13:39 PM,40.66013444,-73.73952715
Fire-Hospital,,Brooklyn,10/12/2018 13:24,10/12/2018 13:53,,
Aviation-Passenger Aircraft,,Brooklyn,12/13/2018 08:42:24 PM,12/13/2018 09:14:53 PM,,
Fire-Other,271 garfield place,Brooklyn,01/02/2019 19:48,01/02/2019 23:12,40.67107882,-73.97450114
Law Enforcement-Device,Lafayette Avenue and Edgewater Road,Bronx,08/22/2019 10:48:46 AM,08/22/2019 11:27:18 AM,40.817313,-73.883358
Utility-Electric Feeder Cable,,Brooklyn,03/11/2017 7:51,03/13/2017 04:24:41 PM,,
HazMat-Other,195 willoughby ave,Brooklyn,08/18/2017 12:59:20 AM,08/18/2017 04:08:57 AM,40.69204039,-73.96416351
Law Enforcement-Device,105 East 42nd Street,Manhattan,10/31/2018 11:45:25 AM,10/31/2018 12:43:15 PM,40.75218756,-73.97755276
Structural-Scaffold,16 West 36 Street,Manhattan,12/18/2018 11:53:58 AM,12/18/2018 01:42:43 PM,,
Fire-School,180 suffolk street,manhattan,06/18/2019 10:40:04 AM,06/18/2019 02:49:43 PM,40.72126142,-73.9848841
Transportation-Other,94th street & Grand central parkway,queens,06/25/2019 02:09:58 PM,06/25/2019 02:52:47 PM,,
Rescue-Other,475 Exterior Street,Bronx,07/13/2019 01:45:38 PM,07/13/2019 02:28:43 PM,40.81842806,-73.9303575
HazMat-Other,298 Classon Avenue,Brooklyn,06/14/2017 01:39:27 PM,06/14/2017 05:22:56 PM,40.69004395,-73.96026524
Fire-2nd Alarm,,Brooklyn,07/02/2017 22:32,07/03/2017 1:20,,
Rescue-Confined Space,,Brooklyn,01/01/2018 3:28,01/01/2018 4:29,,
Fire-2nd Alarm,826 Revere Avenue,Bronx,02/28/2018 08:27:32 AM,03/01/2018 1:41,,
Fire-2nd Alarm,,Brooklyn,08/27/2018 12:02:48 PM,08/27/2018 03:55:59 PM,,
Fire-Other,,Brooklyn,10/12/2018 12:50,10/12/2018 15:40,,
Fire-Other,,Brooklyn,11/21/2018 07:41:18 AM,11/21/2018 01:24:17 PM,,
Fire-2nd Alarm,148-38 60 Avenue,Queens,01/31/2019 06:29:57 PM,01/31/2019 09:01:45 PM,40.74161796,-73.82042117
Fire-3rd Alarm,141 Greene Avenue,Brooklyn,02/18/2019 04:38:41 AM,02/18/2019 08:53:16 AM,40.6866444,-73.96641565
Fire-2nd Alarm,3720 Avenue J,Brooklyn,03/05/2019 13:47,03/05/2019 17:47,40.62741952,-73.93959872
Fire-2nd Alarm,3152 Brighton 6 Street,Brooklyn,04/14/2019 10:07:51 PM,04/15/2019 04:56:34 AM,,
Law Enforcement-Suspicious Package,W 16 St  & 7 Ave,Manhattan,08/16/2019 08:48:46 AM,08/16/2019 12:32:49 PM,40.739877,-73.998711
Rescue-Other,,Brooklyn,08/01/2017 12:15,08/01/2017 13:12,,
Utility-Power Outage,2635 3rd Avenue,Bronx,08/14/2017 03:06:55 AM,08/14/2017 07:33:47 AM,,
Utility-Other,,Brooklyn,01/06/2018 2:13,01/09/2018 7:55,,
Fire-1st Alarm,625 8th Avenue,Manhattan,01/24/2018 12:12:36 PM,01/25/2018 11:40:09 AM,40.75631387,-73.99049892
Structural-Scaffold,178 Broome Street,Manhattan,03/02/2018 14:47,03/02/2018 20:31,,
Fire-2nd Alarm,40-48 Case Street,Queens,05/11/2018 5:33,05/12/2018 19:53,40.74773017,-73.87569346
Transportation-Train Subway,West 34th Street  & 7th Avenue,Manhattan,01/29/2018 07:58:42 PM,01/29/2018 09:32:04 PM,40.750974,-73.990593
Administration-Equipment Failure,,Brooklyn,05/05/2018 20:37,05/07/2018 10:16,,
Fire-2nd Alarm,,Brooklyn,10/05/2018 14:24,10/05/2018 21:45,,
Fire-2nd Alarm,,Brooklyn,10/18/2018 06:06:54 PM,10/25/2018 04:48:15 AM,,
Structural-Scaffold,30 Sutton Place,Manhattan,01/03/2019 10:12,01/03/2019 14:04,,
Fire-4th Alarm,4220 Boston Road,Bronx,09/04/2019 15:45,09/05/2019 23:44,40.88712618,-73.82460287
Transportation-Train Ground Level,,Brooklyn,03/07/2018 19:44,03/07/2018 20:44,,
Structural-Scaffold,,Brooklyn,08/03/2018 17:47,08/04/2018 8:46,,
Transportation-Other,,Bronx,12/29/2018 05:55:31 AM,12/29/2018 06:15:27 AM,,
Fire-2nd Alarm,90-43 204 st,queens,01/10/2019 5:31,01/10/2019 22:41,40.71630442,-73.75810677
Transportation-Payload Truck,,Brooklyn,01/21/2019 07:28:02 PM,01/22/2019 12:02:11 AM,,
Transportation-Other,atlantic Ave & essex street,Brooklyn,09/04/2019 9:44,09/04/2019 11:05,40.678659,-73.882422
Fire-1st Alarm,770 eastern parkway,Brooklyn,10/11/2019 9:45,10/11/2019 12:15,40.66919074,-73.94279892
Utility-Power Outage,,Brooklyn,09/07/2017 15:32,09/07/2017 15:56,,
Utility-Water Main,515 Bainbridge Street,Brooklyn,01/13/2018 11:50:09 AM,01/13/2018 01:24:09 PM,,
Fire-2nd Alarm,120-14 179 Street,Queens,03/31/2018 02:14:15 PM,03/31/2018 04:02:12 PM,,
Fire-3rd Alarm,2077 Anthony Ave,Bronx,05/21/2018 06:04:08 AM,05/22/2018 05:42:41 PM,40.85300446,-73.90184721
Fire-Manhole,2nd street & union Avenue,Brooklyn,06/22/2018 01:58:34 AM,06/23/2018 02:00:42 PM,40.709142,-73.950813
Fire-2nd Alarm,67 morningstar road,Staten Island,08/07/2018 17:46,08/07/2018 20:36,,
Structural-Life Safety Violations,700  Hicks Street,Brooklyn,11/25/2018 08:09:28 PM,11/27/2018 08:39:56 AM,,
Utility-Power Outage,,Brooklyn,02/06/2019 21:34,02/07/2019 0:26,,
Fire-2nd Alarm,,Brooklyn,04/20/2019 07:08:57 PM,04/20/2019 07:39:56 PM,,
Fire-2nd Alarm,6 Hecker street,Staten Island,10/10/2019 19:40,10/10/2019 22:28,40.51634911,-74.23909013
Utility-Water Service Line,50-15 Beach Channel Drive,Queens,10/17/2019 09:46:56 PM,10/18/2019 07:47:44 AM,40.71400364,-73.82998933
Utility-Water Main,,Queens,06/21/2017 03:00:54 AM,06/22/2017 03:27:17 PM,,
Structural-Other,9605 Avenue L,Brooklyn,08/12/2017 7:18,08/12/2017 20:48,,
Structural-Other,644 East 14 Street,Manhattan,09/29/2017 11:09:41 AM,09/29/2017 11:39:23 AM,40.72852394,-73.97595149
Transportation-Other,West 34 Street  & 7 Avenue,Manhattan,03/04/2018 19:33,03/04/2018 21:58,40.750974,-73.990593
Structural-Sidewalk Shed,980 Findlay Avenue,Bronx,03/28/2018 08:11:36 PM,03/28/2018 09:19:53 PM,,
Utility-Power Outage,,Brooklyn,07/27/2018 07:11:59 PM,07/28/2018 07:52:19 PM,,
Utility-Gas High Pressure,,Brooklyn,09/12/2018 10:54,09/12/2018 11:44,,
Fire-4th Alarm,150 Nagle Avenue,Manhattan,11/12/2017 10:17,11/24/2017 08:17:05 AM,,
Fire-Other,902 73rd Street,Brooklyn,01/26/2018 10:42:06 AM,01/26/2018 09:26:47 PM,40.62664516,-74.01496224
Fire-2nd Alarm,13 Morningstar Road,Staten Island,03/19/2018 11:56:22 PM,03/20/2018 02:23:29 AM,40.63750281,-74.14487633
Transportation-Train Subway,,Brooklyn,06/27/2018 08:53:11 AM,06/27/2018 09:43:50 AM,,
Structural-Street Collapse,,Brooklyn,07/24/2018 09:36:21 PM,07/25/2018 09:53:01 AM,,
Fire-3rd Alarm,16 Aster Ct,Brooklyn,09/24/2018 05:40:15 PM,09/24/2018 08:08:55 PM,40.59252681,-73.92555074
HazMat-Other,530 west 120th Street,Manhattan,05/30/2019 10:20:52 AM,05/30/2019 12:43:27 PM,40.80946986,-73.95960511
Structural-Other,240 Page Avenue,Staten Island,09/03/2017 8:18,09/03/2017 10:54,,
Marine-Commuter,,Queens,12/27/2017 06:14:30 PM,12/28/2017 01:23:45 AM,,
Utility-Power Outage,,Brooklyn,05/03/2018 17:28,05/05/2018 21:47,,
Structural-Falling Debris,,Brooklyn,10/05/2018 16:01,10/05/2018 18:30,,
Structural-Other,139 thompson st,Manhattan,08/16/2019 02:24:55 PM,08/16/2019 07:47:31 PM,40.72668139,-74.00117437
Structural-Other,374 stockholm street,Brooklyn,08/27/2019 08:03:54 PM,08/27/2019 08:51:23 PM,40.70460894,-73.91767882
Rescue-Technical,2205 Richmond Road,Staten Island,09/14/2017 12:45:24 PM,09/14/2017 12:58:50 PM,40.57969074,-74.1143629
Weather-Flooding,,Brooklyn,04/16/2018 10:37:08 AM,04/16/2018 04:04:23 PM,,
Structural-Street Collapse,,Brooklyn,06/16/2018 02:45:09 PM,06/16/2018 10:00:30 PM,,
Fire-1st Alarm,,Brooklyn,08/25/2018 06:00:33 PM,08/25/2018 06:52:41 PM,,
Transportation-Other,,Brooklyn,12/19/2018 02:26:51 PM,12/19/2018 07:37:50 PM,,
Fire-2nd Alarm,4374 Wilder Avenue,Bronx,02/23/2019 12:46:56 PM,02/23/2019 02:08:46 PM,40.89917651,-73.84414755
Fire-2nd Alarm,3605 Holland Avenue,Bronx,03/06/2019 6:33,03/06/2019 19:30,40.87902702,-73.86381379
HazMat-High Carbon Monoxide,740 Herkimer Street,Brooklyn,04/14/2019 09:36:31 AM,04/14/2019 11:35:18 AM,40.67845754,-73.92877228
Utility-Water Main,1758 50 Street,Brooklyn,01/12/2020 13:23,01/12/2020 15:06,40.62810897,-73.9822371
Fire-Other,45-09 Little Neck Parkway,Queens,01/26/2020 08:36:39 PM,01/26/2020 10:16:20 PM,40.77057769,-73.73514006
HazMat-Chemical,,Brooklyn,11/09/2017 18:50,11/18/2017 06:20:05 AM,,
Fire-2nd Alarm,501 Brightwater Court,Brooklyn,05/27/2018 01:39:08 PM,05/28/2018 02:26:25 AM,,
Administration-Planned Event,,Brooklyn,07/30/2018 07:47:38 AM,08/01/2018 16:06,,
Administration-Drill,,Brooklyn,10/30/2018 07:02:42 AM,10/31/2018 08:36:21 AM,,
Utility-Water Main,OsbornStreet & Pitkin Avenue,Brooklyn,09/02/2019 1:42,09/02/2019 19:10,40.669992,-73.9089
Utility-Power Outage,,Brooklyn,09/29/2017 01:02:18 PM,09/29/2017 02:43:21 PM,,
Administration-OEM Involved MVA,,Brooklyn,10/26/2017 07:08:23 AM,10/28/2017 09:35:46 PM,,
Utility-Gas High Pressure,110-00 Rockaway Boulevard,Queens,02/05/2018 12:07,02/05/2018 13:01,,
Fire-2nd Alarm,3900 Greystone Avenue,Brooklyn,04/30/2018 01:40:18 PM,04/30/2018 04:23:52 PM,,
Fire-Nursing Home,140 Friendship Lane,Staten Island,07/16/2018 01:07:55 PM,07/16/2018 03:27:35 PM,,
Fire-Other,,Brooklyn,11/21/2018 07:32:36 AM,11/21/2018 08:43:12 AM,,
Utility-Power Outage,,Brooklyn,12/09/2019 20:42,12/09/2019 23:46,,
Structural-Scaffold,,Brooklyn,01/04/2018 21:25,01/05/2018 1:33,,
Utility-Other,217 Centre Street,Manhattan,01/12/2018 9:56,01/12/2018 19:38,40.71948933,-73.99881795
Law Enforcement-Suspicious Package,,Bronx,02/19/2018 10:46:21 AM,02/19/2018 12:58:37 PM,,
Fire-2nd Alarm,65-01 Grand Avenue,Queens,04/06/2018 6:20,04/06/2018 14:40,40.72312474,-73.9007969
Fire-1st Alarm,690 East 183rd street,bronx,06/22/2018 07:07:33 PM,06/22/2018 08:22:38 PM,40.85197674,-73.88573291
Transportation-Other,,Brooklyn,09/13/2018 05:05:15 AM,09/13/2018 05:27:05 PM,,
HazMat-Chemical,751 Mill Road,Staten Island,10/30/2018 02:18:38 PM,10/30/2018 05:06:21 PM,,
Administration-Planned Event,,Brooklyn,11/20/2018 04:06:29 PM,,,
Fire-3rd Alarm,2649 East 23rd Street,Brooklyn,11/29/2018 12:46:07 AM,12/04/2018 11:56,40.58758263,-73.94653352
Fire-Other,,Brooklyn,02/05/2019 17:12,02/05/2019 20:08,,
Utility-Other,,Brooklyn,01/13/2018 10:08:32 AM,01/14/2018 01:21:09 AM,,
Utility-Other,,Brooklyn,02/11/2018 18:35,02/11/2018 19:09,,
Fire-3rd Alarm,,Brooklyn,04/21/2018 10:53:38 AM,04/21/2018 03:37:05 PM,,
Utility-Water Main,701 West 135 Street,Manhattan,09/14/2018 09:49:55 AM,10/05/2018 15:15,40.82134656,-73.95795374
Fire-1st Alarm,691 East 241 Street,Bronx,02/07/2019 7:44,02/07/2019 8:15,40.90356398,-73.85060157
HazMat-Other,295 North 7 Street,Brooklyn,02/25/2019 01:32:28 PM,02/25/2019 04:02:24 PM,40.71492891,-73.95299615
